movieId,title,genres,overview
99764,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,Bill struggles to put together his shattered psyche in this new feature film version of Don Hertzfeldt's animated short film trilogy.
99795,Whores' Glory (2011),Documentary,Tells several stories of prostitution around the world. The documentary revolves around the lives and individual hopes needs and experiences of the women.
99811,Beware of Mr. Baker (2012),Documentary,Ginger Baker is known for playing in Cream and Blind Faith but the world's greatest drummer didn’t hit his stride until 1972 when he arrived in Nigeria and discovered Fela Kuti's Afrobeat. After leaving Nigeria Ginger returned to his pattern of drug-induced self-destruction and countless groundbreaking musical works eventually settling in South Africa where the 73-year-old lives with his young bride and 39 polo ponies. This documentary includes interviews with Eric Clapton Steve Winwood Carlos Santana and more. Beware of Mr. Baker! With every smash of the drum is a man smashing his way through life.
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.
99839,Paul Williams Still Alive (2011),Comedy|Documentary|Musical,Documentary about Paul Williams
99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary,A new feature documentary from Metro-Goldwyn-Mayer Studios Passion Pictures and Red Box Films. Everything or Nothing: The Untold Story of 007. Directed by Stevan Riley (Fire In Babylon) Everything or Nothing focuses on three men with a shared dream – Bond producers Albert R. Broccoli Harry Saltzman and author Ian Fleming. It’s the thrilling and inspiring narrative behind the longest running film franchise in cinema history which began in 1962
99912,Mama (2013),Horror,Guillermo del Toro presents Mama a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life they find that someone or something still wants to come tuck them in at night.
99917,Upstream Color (2013),Romance|Sci-Fi|Thriller,A man and woman are drawn together entangled in the lifecycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.
99992,Shadow Dancer (2012),Crime|Drama|Thriller,Set in 1990s Belfast a woman is forced to betray all she believes in for the sake of her son.
100017,Keep the Lights On (2012),Drama,An emotionally and sexually charged journey through the love addiction and friendship of two men. Documentary filmmaker Erik and closeted lawyer Paul meet through a casual encounter but they find a deeper connection and become a couple. Individually and together they are risk takers—compulsive and fueled by drugs and sex. In an almost decade-long relationship defined by highs lows and dysfunctional patterns Erik struggles to negotiate his own boundaries and dignity and to be true to himself.
100032,Beauty Is Embarrassing (2012),Documentary,Raised in the Tennessee mountains Wayne White started his career as a cartoonist in NYC. He quickly found success as one of the creators of the Pee-wee's Playhouse TV show which soon led to more work designing some of the most arresting and iconic images in pop culture. Recently his word paintings featuring pithy and and often sarcastic text statements finely crafted onto vintage landscape paintings have made him a darling of the fine art world. The movie chronicles the vaulted highs and crushing lows of an artist struggling to find peace and balance between his professional work and his personal art. This is especially complicated for a man who struggles with the virtues he most often mocks in his art...Vanity ego and fame.
100034,Girl Model (2011),Documentary,Despite a lack of obvious similarities between Siberia and Tokyo a thriving model industry connects these distant regions. GIRL MODEL follows two protagonists involved in this industry: Ashley a deeply ambivalent model scout who scours the Siberian countryside looking for fresh faces to send to the Japanese market and one of her discoveries Nadya a thirteen year-old plucked from the Siberian countryside and dropped into the center of Tokyo with promises of a profitable career. After Ashley’s initial discovery of Nadya the two rarely meet again but their stories are inextricably bound. As Nadya’s optimism about rescuing her family from their financial difficulties grows her dreams contrast against Ashley’s more jaded outlook about the industry’s corrosive influence.
100083,Movie 43 (2013),Comedy,The film is composed of multiple comedy shorts presented through an overarching segment titled "The Pitch" in which Charlie Wessler a mad screenwriter is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script Wessler becomes agitated when Schraeder dismisses his outrageous ideas and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager Bob Mone to purchase the film.
100106,"Pervert's Guide to Ideology, The (2012)",Documentary,Director Sophie Fiennes reunites with philosophical provocateur Slavoj Žižek for this follow-up to their hit The Pervert's Guide to Cinema in which Žižek applies his inimitable and penetrating insights to films both famous and obscure as he interprets their overt and concealed meanings. (TIFF)
100159,Sightseers (2012),Comedy,Chris wants to show girlfriend Tina his world but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.
100163,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX,After getting a taste for blood as children Hansel and Gretel have become the ultimate vigilantes hell-bent on retribution. Now unbeknownst to them Hansel and Gretel have become the hunted and must face an evil far greater than witches... their past.
100226,Why Stop Now (2012),Comedy|Drama,When a college piano prodigy tries to check his mother into rehab he is taken hostage by her drug dealer and swept along on a wild adventure.
100272,Snow White (Blancanieves) (2012),Drama,After the Evil Queen marries the King she performs a violent coup in which the King is murdered and his daughter Snow White is taken captive. Almost a decade later a grown Snow White is still in the clutches of the Queen. In order to obtain immortality The Evil Queen needs the heart of Snow White. After Snow escapes the castle the Queen sends the Huntsman to find her in the Dark Forest.
100304,"Liability, The (2012)",Action|Thriller,When 19-year-old Adam agrees to do a day's driving for his mum's gangster boyfriend Peter it takes him on a 24-hour journey into a nightmarish world of murder sex trafficking and revenge in the company of aging hit man Roy.
100306,Angst  (1983),Drama|Horror,A killer is released from prison and breaks into a remote home to kill a woman her handicapped son and her pretty daughter.
100326,Stand Up Guys (2012),Comedy|Crime,After serving 28 years in prison for accidentally killing the son of a crime boss newly paroled gangster Val (Al Pacino) reunites with his former partners in crime Doc (Christopher Walken) and Hirsch (Alan Arkin) for a night on the town. As the three men revisit old haunts reflect on their glory days and try to make up for lost time one wrestles with a terrible quandary: Doc has orders to kill Val and time is running out for him to figure out a way out of his dilemma.
100365,Call Me Kuchu (2012),Documentary,In Uganda a new bill threatens to make homosexuality punishable by death. David Kato - Uganda's first openly gay man - and his fellow activists work against the clock to defeat the legislation while combating vicious persecution in their daily lives. But no one not even the filmmakers is prepared for the brutal murder that shakes the movement to its core and sends shock waves around the world. (from imdb)
100383,Side Effects (2013),Crime|Drama|Mystery|Thriller,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.
100390,Identity Thief (2013),Comedy|Crime,When a mild-mannered businessman learns his identity has been stolen he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.
100450,Battlestar Galactica: Blood & Chrome (2012),Sci-Fi,The first Cylon war has been raging for 10 years and a young Ensign William Adama joins the fleet. He's disappointed not to be assigned to a fighter but to a freighter and his co-pilot isn't too keen on having a rookie flying his aircraft as he has only a short time before he again becomes a civilian. Their cargo is a civilian scientist Dr. Becca Kelly but they no sooner leave than she has new orders for them and a new destination. Although she’s less than forthcoming about the details of her mission Adama is keen particularly as it involves going into Cylon controlled space. However nothing is as it seems.
100487,Beautiful Creatures (2013),Drama|Fantasy|Romance,Ethan Wate just wants to get to know Lena Duchannes better but unbeknownst to him Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate to be good or evil.  A choice which will impact her relationship forever.
100498,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,Iconoclastic take-no-prisoners cop John McClane finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit and battling a countdown to war the two McClanes discover that their opposing methods make them unstoppable heroes.
100517,"World Before Her, The (2012)",Documentary,Moving between two extremes - the intimate verite drama of the Miss India pageant's rigorous beauty "bootcamp" and the intense regime of a militant Hindu fundamentalist camp for young girls.  The World Before Her delivers a provocative portrait of India and its current cultural conflicts during a key transitional era in the country's modern history.
100527,Safe Haven (2013),Drama|Mystery|Romance,A young woman with a mysterious past lands in Southport North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.
100553,Frozen Planet (2011),Documentary,Frozen Planet takes you on the ultimate polar expedition. This landmark 7-part series brings to the screen the two most remote and least hospitable areas on the planet: the frozen wildernesses of the Arctic and Antarctic. And yet despite environments where temperatures reach minus 70 degrees Celsius and the sun doesn't shine for half the year life flourishes. Prime attention is given to seals penguins and polar bears but there's a great deal more: from slugs snails and caterpillars to minke whales beluga whales and narwhals from seabirds and cod gathering by the millions to wolves tracking bison and caribou. There are breathtaking shots of the landscape as well and portraits of the human element.
100556,"Act of Killing, The (2012)",Documentary,In a place where killers are celebrated as heroes these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal cinematic journey not only into the memories and imaginations of mass murderers but also into a frighteningly banal regime of corruption and impunity.
100581,Room 237 (2012),Documentary,A subjective documentary that explores various theories about hidden meanings in Stanley Kubrick's classic film The Shining. Five very different points of view are illuminated through voice over film clips animation and dramatic reenactments.
100714,Before Midnight (2013),Drama|Romance,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
100745,TPB AFK: The Pirate Bay Away from Keyboard (2013),Documentary,TPB AFK is a documentary about three computer addicts who redefined the world of media distribution with their hobby homepage The Pirate Bay. How did Tiamo a beer crazy hardware fanatic Brokep a tree hugging eco activist and Anakata – a paranoid hacker libertarian – get the White House to threaten the Swedish government with trade sanctions? TPB AFK explores what Hollywood’s most hated pirates go through on a personal level.
100843,Oh Boy (A Coffee in Berlin) (2012),Comedy|Drama,A fateful day pushes an aimless college dropout (Tom Schilling) to stop wasting his time and finally engage with life.
101025,Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX,The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries the giants strive to reclaim the land they once lost forcing the young man Jack into the battle of his life to stop them. Fighting for a kingdom its people and the love of a brave princess he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.
101070,Wadjda (2012),Drama,Wadjda is a 10-year-old girl living in a suburb of Riyadh the capital of Saudi Arabia. Although she lives in a conservative world Wadjda is fun loving entrepreneurial and always pushing the boundaries of what she can get away with. After a fight with her friend Abdullah a neighborhood boy she shouldn't be playing with Wadjda sees a beautiful green bicycle for sale. She wants the bicycle desperately so that she can beat Abdullah in a race. But Wadjda's mother won't allow it fearing repercussions from a society that sees bicycles as dangerous to a girl's virtue. So Wadjda decides to try and raise the money herself...
101076,G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX,Framed for crimes against the country the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.
101088,Stoker (2013),Drama|Mystery|Thriller,After India's father dies her Uncle Charlie who she never knew existed comes to live with her and her unstable mother. She comes to suspect this mysterious charming man has ulterior motives and becomes increasingly infatuated with him.
101106,Sound City (2013),Documentary,The history of Sound City and their huge recording device; exploring how digital change has allowed 'people that have no place' in music to become stars. It follows former Nirvana drummer and Foo Fighter David Grohl as he attempts to resurrect the studio back to former glories.
101112,Oz the Great and Powerful (2013),Action|Adventure|Fantasy|IMAX,Oscar Diggs a small-time circus illusionist and con-artist is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy there to save Oz from the clutches of evil.
101142,"Croods, The (2013)",Adventure|Animation|Comedy,The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.
101283,"Incredible Burt Wonderstone, The (2013)",Comedy,After breaking up with his longtime stage partner a famous but jaded Vegas magician fights for relevance when a new "hip" street magician appears on the scene.
101285,Spring Breakers (2013),Comedy|Crime|Drama,Brit Candy Cotty and Faith have been best friends since grade school. They live together in a boring college dorm and are hungry for adventure. All they have to do is save enough money for spring break to get their shot at having some real fun. A serendipitous encounter with rapper "Alien" promises to provide the girls with all the thrill and excitement they could hope for. With the encouragement of their new friend it soon becomes unclear how far the girls are willing to go to experience a spring break they will never forget.
101360,"Call, The (2013)",Drama|Thriller,Jordan Turner (Halle Berry) is an experienced 911 operator but when she makes an error in judgment and a call ends badly Jordan is rattled and unsure if she can continue. But then teenager Casey Welson (Abigail Breslin) is abducted in the back of a man's car and calls 911. And Jordan is the one called upon to use all of her experience insights and quick thinking to help Casey escape and not just to save Casey but to make sure the man is brought to justice.
101362,Olympus Has Fallen (2013),Action|Thriller,When the White House (Secret Service Code: "Olympus") is captured by a terrorist mastermind and the President is kidnapped disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond they are forced to rely on Banning's inside knowledge to help retake the White House save the President and avert an even bigger disaster.
101415,"First Time, The (2012)",Comedy|Drama|Romance,Dave a high school senior spends most of his time pining away over a girl he can’t have. Aubrey a junior with artistic aspirations has a hot boyfriend who doesn’t quite understand her or seem to care. Although they go to different schools Dave and Aubrey find themselves at the same party. When both head outside to get some air they meet. A casual conversation sparks an instant connection and over the course of a weekend things turn magical romantic complicated and funny as Aubrey and Dave discover what it's like to fall in love for the first time.
101525,"Place Beyond the Pines, The (2012)",Crime|Drama,A motorcycle stunt rider considers committing a crime in order to provide for his wife and child an act that puts him on a collision course with a cop-turned-politician.
101529,"Brass Teapot, The (2012)",Comedy|Fantasy|Thriller,When a couple discovers that a brass teapot makes them money whenever they hurt themselves they must come to terms with how far they are willing to go.
101531,Phil Spector (2013),Drama,A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.
101577,"Host, The (2013)",Action|Adventure|Romance,A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth "Wanda" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.
101612,Admission (2013),Comedy|Romance,Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate the freewheeling John Pressman. Pressman has surmised that Jeremiah his gifted yet very unconventional student might well be the son that Portia secretly gave up for adoption many years ago. Soon Portia finds herself bending the rules for Jeremiah putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.
101741,Trance (2013),Crime|Thriller,A fine art auctioneer mixed up with a gang joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire reality and hypnotic suggestion begin to blur the stakes rise faster than anyone could have anticipated.
101850,Death on the Staircase (Soupçons) (2004),Crime|Documentary,A follow-up to the documentary series reports on what has happened since author Michael Peterson was found guilty of murder. In an interview from prison Peterson talks on camera for the first time since his trial.
101864,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX,Jack Harper (Tom Cruise) is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.
101884,Dark Tide (2012),Adventure|Drama|Thriller,A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as "Shark Alley."
101895,42 (2013),Drama,The powerful story of Jackie Robinson the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.
101904,Happy (2011),Documentary|Drama,An animated poem about the fleeting nature of happiness.
101947,From the Sky Down (2011),Documentary,This documentary film is about the making of U2's Achtung Baby. In 2011 U2 returned to Hansa Studios in Berlin to discuss the making of Achtung Baby. This film is directed by Davis Guggenheim. Screened in the UK as part of the BBC's Imagine series this film was the first ever documentary to open the prestigious Toronto International Film Festival. Included is bonus footage of "So Cruel" "Love is Blindness" and "The Fly" shot in May 2010 during the band's visit to Hansa Studios to mark the 20th anniversary of Achtung Baby. Also included is a Q&amp;A with Bono The Edge and Davis Guggenheim filmed at the Toronto International Film Festival in September 2011.
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation|Fantasy,Hana a nineteen-year-old college student falls in love with a man only for him to reveal his secret; he is a Wolf Man. Eventually the couple bear two children together; a son and daughter they name Ame and Yuki who both inherit the ability to transform into wolves from their father. When the man Hana fell in love with suddenly dies she makes the decision to move to a rural town isolated from society to continue raising the children in protection.
102033,Pain & Gain (2013),Action|Comedy|Crime,Danny Lupo manager of the Sun Gym in 1990s Miami decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal he recruits musclemen Paul and Adrian as accomplices. After several failed attempts they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive authorities are reluctant to believe his story.
102123,This Is the End (2013),Action|Comedy,While attending a party at James Franco's house Seth Rogen Jay Baruchel and many other celebrities are faced with the apocalypse.
102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX,The brash-but-brilliant industrialist Tony Stark faces an enemy whose reach knows no bounds. When Stark finds his personal world destroyed at his enemy’s hands he embarks on a harrowing quest to find those responsible. This journey at every turn will test his mettle. With his back against the wall Stark is left to survive by his own devices relying on his ingenuity and instincts to protect those closest to him. As he fights his way back Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?
102165,"English Teacher, The (2013)",Comedy|Drama,Teacher Linda Sinclair (Julianne Moore) balances her staid home life with an incredible passion for her subject but her routine is forever altered when a former star pupil and his unsupportive father reenter her life. Go-to television director Craig Zisk whose credits include Scrubs Weeds and United States of Tara takes a turn on the big screen with this insightful comedy about self-discovery co-starring Greg Kinnear Nathan Lane Michael Angarano and Lily Collins.
102194,Mud (2012),Adventure|Crime|Drama,A drama centered on two teenage boys who encounter a fugitive and pact to help him escape from an island in the Mississippi.
102217,Bill Hicks: Revelations (1993),Comedy,Since his untimely death from pancreatic cancer in 1994 Bill Hicks has become a comedy legend. Now fans who may have never had the opportunity to see his act live on-stage will finally be able to experience Hicks' unique and confrontational brand of comedy.
102252,Legendary Weapons of China (1982),Action|Adventure,Legendary Weapons of China is a martial arts fantasy film taking place during the late Qing Dynasty when Empress Dowager Cixi dispatches her agents to various factions of the Boxer Rebellion in order find supernatural martial artists that are invulnerable to western bullets. When one of the leaders of these groups disbands his forces assassins from the remaining factions are sent out to kill him.
102278,Pawn (2013),Crime|Thriller,A petty robbery spirals into a tense hostage situation after three gunmen hold up a diner that's a front for the mob.
102378,Syrup (2013),Comedy|Drama,A slacker hatches a million-dollar idea. But in order to see it through he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel.
102396,"Woman in the Fifth, The (Femme du Vème, La) (2011)",Drama|Mystery|Thriller,An American writer moves to Paris to be closer to his daughter and finds himself falling immediately on hard times.
102407,"Great Gatsby, The (2013)",Drama,An adaptation of F. Scott Fitzgerald's Long Island-set novel where Midwesterner Nick Carraway is lured into the lavish world of his neighbor Jay Gatsby. Soon enough however Carraway will see through the cracks of Gatsby's nouveau riche existence where obsession madness and tragedy await.
102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,When the crew of the Enterprise is called back home they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for leaving our world in a state of crisis.  With a personal score to settle Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death love will be challenged friendships will be torn apart and sacrifices must be made for the only family Kirk has left: his crew.
102469,Wish You Were Here (2012),Drama|Mystery,Coming out of an accident with amnesia Sophie Bauer tries to reshape herself in the eyes of those who knew her best.
102481,"Internship, The (2013)",Comedy,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.
102588,Stories We Tell (2012),Documentary,Filmmaker Sarah Polley interviews members of her family as they look back on decades-old events.
102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),Adventure|Comedy,Shurik Timofeev builds a working model of a time machine. By accident Ivan Bunsha an apartment complex manager and George Miloslavsky a petty burglar are transferred to 16th century Moscow while Tsar Ivan the Terrible goes into the year 1973.
102684,Only God Forgives (2013),Drama|Thriller,Julian who runs a Thai boxing club as a front organization for his family's drug smuggling operation is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death.
102686,"Hangover Part III, The (2013)",Comedy,This time there's no wedding. No bachelor party. What could go wrong right? But when the Wolfpack hits the road all bets are off.
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action|Crime|Thriller|IMAX,Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend Letty.
102720,Epic (2013),Adventure|Animation|Fantasy,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.
102753,"Past, The (Le passé) (2013)",Drama|Mystery|Romance,Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years Adam now ventures forth into Los Angeles to obtain food and supplies for his family and a non-mutant wife for himself.
102792,"Broken Circle Breakdown, The (2012)",Drama,The loss of their young daughter threatens to destroy the love and faith of two married musicians.
102800,Frances Ha (2012),Comedy|Drama,An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends diminishing fortunes and career setbacks.
102819,Behind the Candelabra (2013),Drama,Based on the autobiographical novel the tempestuous 6-year relationship between Liberace and his (much younger) lover Scott Thorson is recounted.
102880,After Earth (2013),Action|Adventure|Sci-Fi|IMAX,One thousand years after cataclysmic events forced humanity's escape from Earth Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family ready to be a father to his 13-year-old son Kitai. When an asteroid storm damages Cypher and Kitai's craft they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life Kitai has wanted nothing more than to be a soldier like his father. Today he gets his chance.
102903,Now You See Me (2013),Crime|Mystery|Thriller,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.
102905,Lovelace (2013),Drama,Story of Linda Lovelace who is used and abused by the porn industry at the behest of her coercive husband before taking control of her life.
102993,"Way, Way Back, The (2013)",Comedy|Drama,Over the course of his summer break a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.
102995,Foxfire (2012),Drama,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.
103042,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX,A young boy learns that he has extraordinary powers and is not of this earth. As a young man he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.
103048,"Kings of Summer, The (2013)",Comedy,Joe Toy on the verge of adolescence finds himself increasingly frustrated by his single father Frank's attempts to manage his life. Declaring his freedom once and for all he escapes to a clearing in the woods with his best friend Patrick and a strange kid named Biaggio. He announces that they are going to build a house there free from responsibility and parents. Once their makeshift abode is finished the three young men find themselves masters of their own destiny alone in the woods.
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),Documentary,Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music but we've had no idea who these singers are or what lives they lead until now.
103137,"Bling Ring, The (2013)",Crime|Drama,Inspired by actual events a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes.
103141,Monsters University (2013),Adventure|Animation|Comedy,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.
103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),Action|Adventure|Animation,After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight they literally tumble into Julia's home turf the slums of Milos Valley and are embroiled in the grassroots rebellion of her people.
103221,Not Suitable for Children (2012),Comedy|Romance,A young playboy who learns he has one month until he becomes infertile sets out to procreate as much as possible.
103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX,When legions of monstrous creatures known as Kaiju started rising from the sea a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju a special type of weapon was devised: massive robots called Jaegers which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together they stand as mankind's last hope against the mounting apocalypse.
103235,"Best Offer, The (Migliore offerta, La) (2013)",Thriller,Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius he leads a solitary life going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.
103249,World War Z (2013),Action|Drama|Horror|IMAX,Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.
103253,Elysium (2013),Action|Drama|Sci-Fi|IMAX,In the year 2159 two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium and the rest who live on an overpopulated ruined Earth. Secretary Rhodes (Jodie Foster) a hard line government ofﬁcial will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in by any means they can. When unlucky Max (Matt Damon) is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds.
103279,What Maisie Knew (2012),Drama,Based on the Henry James novella the story frames on 7-year-old Maisie caught in a custody battle between her mother – a rock and roll icon – and her father. What Maisie Knew is an evocative portrayal of the chaos of adult life seen entirely from a child’s point of view.
103299,American Mary (2012),Horror|Thriller,A young med student struggling with her tuition fees is drawn into the shady world of underground body modification.
103335,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.
103339,White House Down (2013),Action|Drama|Thriller|IMAX,Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news he takes her on a tour of the White House when the complex is overtaken by a heavily armed paramilitary group. Now with the nation's government falling into chaos and time running out it's up to Cale to save the president his daughter and the country.
103341,"World's End, The (2013)",Action|Comedy|Sci-Fi,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.
103372,"Heat, The (2013)",Action|Comedy|Crime,Uptight and straight-laced FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins one of Boston P.D.'s "finest" is foul-mouthed and has a very short fuse and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord they become the last thing anyone expected: Buddies.
103384,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX,The Texas Rangers chase down a gang of outlaws led by Butch Cavendish but the gang ambushes the Rangers seemingly killing them all. One survivor is found however by an American Indian named Tonto who nurses him back to health. The Ranger donning a mask and riding a white stallion named Silver teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.
103444,Woody Allen: A Documentary (2012),Documentary,Iconic writer director actor comedian and musician Woody Allen allowed his life and creative process to be documented on-camera for the first time. With this unprecedented access Emmy-winning Oscar-nominated filmmaker Robert B. Weide followed the notoriously private film legend over a year and a half to create the ultimate film biography. "Woody Allen: A Documentary" chronicles Allen's career - from teen writer to Sid Caesar's TV scribe from stand-up comedian to award-winning writer-director averaging one film-per-year for more than 40 years. Exploring Allen's writing habits casting directing and relationship with his actors first-hand new interviews with A-listers writing partners family and friends provide insight and backstory to the usually inscrutable filmmaker.
