movieId,title,genres
63836,"Manson Family, The (2003)",Crime|Drama|Horror,A dramatization of the horrific and notorious Manson Family Murders in the form of super 8 home movies.
63853,Australia (2008),Adventure|Drama|War|Western,Set in northern Australia before World War II an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2000 head of cattle over unforgiving landscape they experience the bombing of Darwin Australia by Japanese forces firsthand.
63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.
63876,Milk (2008),Drama,The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.
63992,Twilight (2008),Drama|Fantasy|Romance|Thriller,A teenage girl risks everything when she falls in love with a vampire.
64030,Transporter 3 (2008),Action|Adventure|Crime|Thriller,Frank Martin puts the driving gloves on to deliver Valentina the kidnapped daughter of a Ukranian government official from Marseilles to Odessa on the Black Sea. En route he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.
64032,Four Christmases (2008),Comedy,A couple struggles to visit all four of their divorced parents on Christmas.
64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",Drama|War,Set during WWII a story seen through the innocent eyes of Bruno the eight-year-old son of the commandant at a German concentration camp whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.
64114,Fireproof (2008),Drama|Romance,In an attempt to save his marriage a firefighter uses a 40-day experiment known as "The Love Dare".
64116,Igor (2008),Animation|Comedy,Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself much to the displeasure of the rest of the evil science community.
64153,"Devil's Chair, The (2006)",Horror,N/A
64197,Hunger (2008),Drama,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.
64229,Cadillac Records (2008),Drama|Musical,Chronicles the rise of Chess Records and its recording artists.
64249,Shrek the Halls (2007),Adventure|Animation|Comedy|Fantasy,This half-hour animated TV special features the Shrek characters putting their own spin on holiday traditions.
64278,"Pervert's Guide to Cinema, The (2006)",Documentary,THE PERVERT'S GUIDE TO CINEMA takes the viewer on an exhilarating ride through some of the greatest movies ever made. Serving as presenter and guide is the charismatic Slavoj Zizek ...
64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),Animation|Comedy
64321,"Friend of Mine, A (Ein Freund von mir) (2006)",Comedy|Drama,N/A
64338,Gypsy (1993),Comedy|Drama|Musical,Based on the Broadway hit about the life and times of burlesque dancer Gypsy Rose Lee and her aggressive stage mother Mama Rose.
64497,"Day the Earth Stood Still, The (2008)",Drama|Sci-Fi|Thriller|IMAX,A remake of the 1951 classic sci-fi film about an alien visitor and his giant robot counterpart who visit Earth.
64499,Che: Part One (2008),Drama|War,N/A
64501,Che: Part Two (2008),Drama|War,N/A
64508,Starship Troopers 3: Marauder (2008),Action|Sci-Fi|War,Johnny Rico is called back into action to defeat the bugs.
64575,Doubt (2008),Drama|Mystery,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
64614,Gran Torino (2008),Crime|Drama,Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.
64620,Frost/Nixon (2008),Drama,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
64622,"Reader, The (2008)",Drama|Romance,N/A
64660,Waiter (Ober) (2006),Comedy,Two guys refusing to pay because their food was cold get into a fight with the chef of a Chinese restaurant.
64695,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),Action|Adventure|Animation,A swordsman from a strange land is caught in a struggle between morality righteousness and devotion as he reluctantly agrees to take a raggedy boy and his dog to a remote Buddhist temple.
64701,I've Loved You So Long (Il y a longtemps que je t'aime) (2008),Drama|Mystery,A woman struggles to interact with her family and find her place in society after spending fifteen years in prison.
64716,Seven Pounds (2008),Drama,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
64839,"Wrestler, The (2008)",Drama,A faded professional wrestler must retire but finds his quest for a new life outside the ring a dispiriting struggle.
64900,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do) (1990)",Action|Adventure|Fantasy|Horror|Romance,In this installment of a phenomenal saga of the super natural four young people are caught in a tug-o-war of evil between an Imperial Wizard and a corrupt General. Outrageous special ...
64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,Tells the story of Benjamin Button a man who starts aging backwards with bizarre consequences.
64969,Yes Man (2008),Comedy,A guy challenges himself to say "yes" to everything for an entire year.
64983,Valkyrie (2008),Drama|Thriller|War,A dramatization of the 20 July assassination and political coup plot by desperate renegade German Army officers against Hitler during World War II.
64990,Pete Seeger: The Power of Song (2007),Documentary,Interviews archival footage and home movies are used to illustrate a social history of folk artist and activist Pete Seeger.
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),Animation|Drama|Romance,Told in three interconnected segments we follow a young man named Takaki through his life as cruel winters cold technology and finally adult obligations and responsibility converge to test the delicate petals of love.
64997,War of the Worlds (2005),Action|Sci-Fi,As Earth is invaded by alien tripod fighting machines one family fights for survival.
65037,Ben X (2007),Drama,As an alternative to getting bullied at school an autistic teenager retreats into the world of online role-playing games.
65088,Bedtime Stories (2008),Adventure|Children|Comedy,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.
65126,Choke (2008),Comedy|Drama,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.
65130,Revolutionary Road (2008),Drama|Romance,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.
65133,Blackadder Back & Forth (1999),Comedy,At a New Millennium Eve party Blackadder and Baldrick test their new time machine and ping pong through history encountering famous characters and changing events rather alarmingly....
65135,Blackadder's Christmas Carol (1988),Comedy,Pleasant Ebenezer Blackadder is turned into a cruel and witty miser after seeing visions of his ancestors and descendants.
65188,Dear Zachary: A Letter to a Son About His Father (2008),Documentary,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.
65193,Wild Child (2008),Drama|Romance,A rebellious Malibu princess is shipped off to a strict English boarding school by her father.
65216,Defiance (2008),Drama|Thriller|War,Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1000 Jewish non-combatants.
65230,Marley & Me (2008),Comedy|Drama,A family learns important life lessons from their adorable but naughty and neurotic dog.
65259,Involuntary (De ofrivilliga) (2008),Drama,In several unrelated stories the consequences of putting ones foot down - or failing to do so - are explored.
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,A five year-old boy develops a relationship with Ponyo a goldfish princess who longs to become a human after falling in love with him.
65310,Poultrygeist: Night of the Chicken Dead (2006),Comedy|Horror|Musical,N/A
65418,Wendy and Lucy (2008),Drama,Over the summer a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.
65465,Last Chance Harvey (2008),Drama|Romance,In London for his daughter's wedding a rumpled man finds his romantic spirits lifted by a new woman in his life.
65514,Ip Man (2008),Action|Drama|War,During the Japanese invasion of 1937 when a wealthy martial artist is forced to leave his home and work to support his family he reluctantly agrees to train others in the art of Wing Chun for self-defense.
65552,Replicant (2001),Action|Sci-Fi|Thriller,Scientists create a genetic clone of a serial killer in order to help catch the killer teaming up with two cops.
65567,Passengers (2008),Drama|Mystery|Thriller,A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.
65577,"Tale of Despereaux, The (2008)",Adventure|Animation|Children|Comedy|Fantasy,When you are so small even for a mouse the world can be a dangerous place but when your heart is brave nothing can stand against your dreams.
65585,Bride Wars (2009),Comedy|Romance,Two best friends become rivals when they schedule their respective weddings on the same day.
65601,My Bloody Valentine 3-D (2009),Horror|Thriller
65638,Aspen (1991),Documentary,The trial of an Aspen man accused of the rape and murder of a teenager.
65642,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.
65665,Hamlet (2000),Drama,Hamlet Prince of Denmark returns home to find his father murdered and his mother remarrying the murderer his uncle. Meanwhile war is brewing.
65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller,Selene a beautiful warrior is entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires she falls in love with Michael a human who is sought by werewolves for unknown reasons.
65685,Inkheart (2008),Adventure|Fantasy,A young girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all with the help of her father her aunt and a storybook's hero.
65802,Paul Blart: Mall Cop (2009),Action|Comedy|Crime,When a shopping mall is taken over by a gang of organized crooks it's up to a mild-mannered security guard to save the day.
65982,Outlander (2008),Action|Adventure|Sci-Fi,During the reign of the Vikings Kainan a man from a far-off world crash lands on Earth bringing with him an alien predator known as the Moorwen. Though both man and monster are seeking revenge for violence committed against them Kainan leads the alliance to kill the Moorwen by fusing his advanced technology with the Viking's Iron Age weaponry.
66019,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die) (1974)",Documentary,A study of the psychology of a champion ski-jumper whose full-time occupation is carpentry.
66066,"Grudge 3, The (2009)",Horror,A young Japanese woman who holds the key to stopping the evil spirit of Kayako travels to the haunted Chicago apartment from the sequel to stop the curse of Kayako once and for all.
66090,Eden Lake (2008),Horror|Thriller,Refusing to let anything spoil their romantic weekend break a young couple confront a gang of loutish youths with terrifyingly brutal consequences.
66097,Coraline (2009),Animation|Fantasy|Thriller,An adventurous girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets.
66130,Chocolate (2008),Action|Drama,An autistic girl with powerful martial art skills looks to settle her ailing mother's debts by seeking out the ruthless gangs that owe her family money.
66171,Push (2009),Sci-Fi|Thriller,Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.
66198,"International, The (2009)",Drama|Thriller,A 1960s hipster secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s where his social attitudes are glaringly out of place.
66200,Two Lovers (2008),Drama|Romance,A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance,The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.
66246,Numbskull Emptybrook (Uuno Turhapuro) (1973),Comedy,N/A
66297,Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,Fry a pizza guy is accidentally frozen in 1999 and thawed out New Year's Eve 2999.
66310,Frontière(s) (2007),Drama|Horror|Thriller,At full speed through the streets of Paris after stealing the bag of an old woman three thugs decide to get into a party that they observe from a balcony - without being invited.
66317,Comet in Moominland (1992),Adventure|Animation|Fantasy,Moomin Sniff and My set out to stop a comet approaching the Moomin valley. Along the way they meet Snusmumriken the beautiful Snorkfröken Snorken and a Hemul who join them in their quest.
66335,Afro Samurai: Resurrection (2009),Animation,A Black samurai goes on a mission to avenge the wrongful death of his father in a futuristic feudal Japan.
66371,Departures (Okuribito) (2008),Drama,A newly unemployed cellist takes a job preparing the dead for funerals.
66427,My Name Is Bruce (2007),Comedy|Horror,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.
66509,Funny People (2009),Comedy|Drama,When seasoned comedian George Simmons learns of his terminal inoperable health condition his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act.
66544,Nuremberg (2000),Drama|War,The dramatized account of the war crime trials following the defeat of Nazi Germany in World War II.
66596,Mystery Team (2009),Comedy|Crime|Mystery,A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.
66659,Tyler Perry's Madea Goes to Jail (2009),Comedy|Crime|Drama
66665,Away We Go (2009),Comedy|Drama|Romance,A couple who is expecting their first child travel around the U.S. in order to find a perfect place to start their family. Along the way they have misadventures and find fresh connections with an assortment of relatives and old friends who just might help them discover "home" on their own terms for the first time.
66686,"Unsuspected, The (1947)",Drama|Film-Noir|Thriller,The secretary of an affably suave radio mystery host mysteriously commits suicide after his wealthy young niece disappears.
66744,"Divo, Il (2008)",Drama,The story of Italian politician Giulio Andreotti who has served as Prime Minister of Italy seven times since the restoration of democracy in 1946.
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western,The rise of national socialism in Germany should not be regarded as a conspiracy of madmen. Millions of "good" people found themselves in a society spiralling into terrible chaos. A film about then which illuminates the terrors of now.
66798,"Pink Panther 2, The (2009)",Adventure|Comedy|Mystery,Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.
66808,Far Cry (2008),Action|Adventure|Drama,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.
66915,Rock-A-Doodle (1991),Adventure|Animation|Children|Musical,Edmund is a boy whose favorite story of Chanticleer a rooster whose singing makes the sun rise every morning until the Grand Duke of Owls whose kind despises the bright sun makes him ...
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.
67087,"I Love You, Man (2009)",Comedy,Man meets woman and invites her home. The two start an intense relationship in order to shield themselves from loneliness.
67193,Duplicity (2009),Crime|Romance|Thriller,Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However they distract each other in more ways than one.
67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
67252,Ong-Bak 2: The Beginning (Ong Bak 2) (2008),Action,A young Thai boxer learns the skills and inner meaning of martial arts.
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander a young computer hacker.
67267,Sunshine Cleaning (2008),Comedy|Drama,In order to raise the tuition to send her young son to private school a mom starts an unusual business -- a biohazard removal/crime scene clean-up service -- with her unreliable sister.
67295,Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy,The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.
67361,Echelon Conspiracy (2009),Action|Mystery|Thriller,At first the strange phone messages promised great wealth. Soon though government agents pursue the young engineer receiving them around the world.
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
67429,Sita Sings the Blues (2008),Animation|Musical,An animated version of the epic Indian tale of Ramayana set to the 1920s jazz vocals of Annette Hanshaw.
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary,Through examining Fini Straubinger an old woman who has been deaf and blind since adolescence and her work on behalf of other deaf and blind people this film shows how the deaf and blind...
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller
67665,Anvil! The Story of Anvil (2008),Documentary|Musical
67695,Observe and Report (2009),Action|Comedy,Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice a surly police detective is recruited to close the case.
67734,Adventureland (2009),Comedy|Drama,In the summer of 1987 a college graduate takes a 'nowhere' job at his local amusement park only to find it's the perfect course to get him prepared for the real world.
67788,Confessions of a Shopaholic (2009),Comedy|Romance,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.
67799,The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller,Sam Reide uses his power to time travel to solve the mystery of his girlfriend's death.
67867,Dragonball Evolution (2009),Action|Adventure|Fantasy|Sci-Fi,Dragonball Evolution is a fighting game for the PlayStation Portable based on the live-action film of the same name.
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller,Brian O'Conner now working for the FBI in LA teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.
67957,Superstar: The Karen Carpenter Story (1988),Drama|Musical,A nerdy Catholic schoolgirl Mary Katherine Gallagher dreams of superstardom.
67997,In the Loop (2009),Comedy,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.
68073,Pirate Radio (2009),Comedy|Drama,A band of rogue DJs that captivated Britain playing the music that defined a generation and standing up to a government that wanted classical music and nothing else on the airwaves.
68099,Apollo 13: To the Edge and Back (1994),Documentary,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
68135,17 Again (2009),Comedy|Drama,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he meets a janitor near a bridge.
68137,Nana (2005),Drama,A chance encounter between two girls of the same name "Nana" triggers a series of events and relationships.
68157,Inglourious Basterds (2009),Action|Drama|War,In Nazi-occupied France during World War II a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.
68159,State of Play (2009),Crime|Drama|Thriller,When a congressional aide is killed a Washington D.C. journalist starts investigating the case involving the congressman his old college friend.
68194,"Damned United, The (2009)",Drama,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.
68205,Crank: High Voltage (2009),Action|Comedy|Crime,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon where he working alongside his computer GERTY sends back to Earth parcels of a resource that has helped diminish our planet's power problems.
68269,"Young Victoria, The (2009)",Drama|Romance,A dramatization of the turbulent first years of Queen Victoria's rule and her enduring romance with Prince Albert.
68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,A look at Wolverine's early life in particular his time with the government squad Team X and the impact it will have on his later years.
68324,"Girlfriend Experience, The (2009)",Drama,A man obsessed with prostitutes discovers that love is a lot more expensive than sex. An entertaining peek into the world of prostitution from the client's point of view.
68347,Sin Nombre (2009),Crime|Drama|Thriller,A Honduran young girl and a Mexican gangster are united in a journey across the American border.
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,The brash James T. Kirk tries to live up to his father's legacy with Commander Spock keeping him in check as a vengeful time-traveling Romulan creates black holes to destroy the Federation one planet at a time.
68444,"Great Buck Howard, The (2008)",Comedy,A young man much to the chagrin of his father becomes the new assistant to an illusionist in decline.
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War
68536,Stanley Kubrick: A Life in Pictures (2001),Documentary,The career and life of Stanley Kubrick is explored through pictures clips from his films his old home movies comments from his colleagues and a narration by Tom Cruise.
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.
68614,"Seduction of Joe Tynan, The (1979)",Drama,Respected liberal Senator Joe Tynan is asked to lead the opposition to a Supreme Court appointment. It means losing an old friend and fudging principles to make the necessary deals as well...
68659,Fanboys (2009),Adventure|Comedy|Drama,Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of Star Wars: Episode I - The Phantom Menace (1999) before its release.
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,In 2018 a mysterious new weapon in the war against the machines half-human and half-machine comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on and can he be trusted?
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.
68835,Were the World Mine (2008),Adventure|Fantasy|Musical|Romance,A bullied and demoralized gay student at an all-boys school uses a magical flower derived from Shakespeare's "A Midsummer Night's Dream' to turn many in his community gay including a comely rugby player for himself.
68838,Every Little Step (2008),Documentary,Follows the plight of real-life dancers as they struggle through auditions for the Broadway revival of "A Chorus Line". Also investigates the history of the show and the creative minds behind the original and current incarnations.
68848,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance,The Brothers Bloom are the best con men in the world swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.
68872,Paisan (Paisà) (1946),Drama|War,Six vignettes follow the Allied invasion from July 1943 to winter 1944 from Sicily north to Venice. Communication is fragile. A woman leads an Allied patrol through a mine field; she dies ...
68884,Shall We Kiss? (Un baiser s'il vous plait) (2007),Comedy|Romance,When Gabriel and Emilie meet by chance he offers her a ride and they spend the evening talking laughing and getting along famously. At the end of the night Emilie declines Gabriel's ...
68901,Chop Shop (2007),Drama,Alejandro a resourceful street orphan on the verge of adolescence lives and works in an auto-body repair shop in a sprawling junkyard on the outskirts of Queens New York. In this chaotic world of adults Alejandro struggles to make a better life for himself and his sixteen-year-old sister.
68932,"Soloist, The (2009)",Drama|Musical,A concert pianist falls in love with himself in this modern retelling of the Narcissus myth.
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.
68952,Drag Me to Hell (2009),Comedy|Horror,A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate she turns to a seer to try and save her soul while evil forces work to push her to a breaking point.
68954,Up (2009),Adventure|Animation|Children|Drama,Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons inadvertently taking a young stowaway.
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama,Edward Elric an alchemist from an alternate world races to prevent the Thule Society from harnessing alchemy to wage war on his home.
68965,Dance Flick (2009),Comedy|Musical,Street dancer Thomas Uncles is from the wrong side of the tracks but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.
68967,"Summer Hours (Heure d'été, L') (2008)",Drama,Two brothers and a sister witness the disappearance of their childhood memories when they must relinquish the family belongings to ensure their deceased mother's succession.
69069,Fired Up (2009),Comedy,First She Got Fired Then She Got Fired Up!
69118,In the Electric Mist (2009),Drama|Mystery,A detective in post-Katrina New Orleans has a series of surreal encounters with a troop of friendly Confederate soldiers while investigating serial killings of local prostitutes a 1965 lynching and corrupt local businessmen.
69122,"Hangover, The (2009)",Comedy|Crime,N/A
69134,Antichrist (2009),Drama|Fantasy,A grieving couple retreat to their cabin in the woods hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.
69241,Berlin Alexanderplatz (1980),Drama,In late-1920s Berlin Franz Biberkopf is released from prison and vows to go straight; however he soon finds himself embroiled in the city's criminal underworld.
69253,New in Town (2009),Comedy|Romance,A Miami businesswoman adjusts to her new life in a tiny Minnesota town.
69275,Dead Snow (Død snø) (2009),Action|Adventure|Comedy|Horror,A ski vacation turns horrific for a group of medical students as they find themselves confronted by an unimaginable menace: Nazi zombies.
69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,On his latest expedition Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe the trio make friends with a primate named Chaka their only ally in a world full of dinosaurs and other fantastic creatures.
69280,"Clique, The (2008)",Comedy,N/A
69306,"Taking of Pelham 1 2 3, The (2009)",Crime|Drama|Thriller,Armed men hijack a New York City subway train holding the passengers hostage in return for a ransom and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.
69406,"Proposal, The (2009)",Comedy|Romance,A dinnertime marriage proposal with a twist.
69436,Year One (2009),Adventure|Comedy,After being banished from their tribe two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom.
69458,Tyson (2008),Documentary,A mixture of original interviews and archival footage and photographs sheds light on the life experiences of Mike Tyson.
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,During the Iraq War a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.
69495,Breakfast with Scot (2007),Drama|Romance,The hockey career of former Toronto Maple Leaf Eric McNally who was known as a tough enforcer came to an end with a shoulder injury. He is now a sportscaster. Except to his assistant Nula...
69516,"Limits of Control, The (2009)",Crime|Drama|Film-Noir,The story of a mysterious loner a stranger in the process of completing a criminal job.
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,Archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis.
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,An ancient struggle between two Cybertronian races the heroic Autobots and the evil Decepticons comes to Earth with a clue to the ultimate power held by a teenager.
69529,Home (2009),Documentary,An alien on the run from his own people makes friends with a girl. He tries to help her on her quest but can be an interference.
69559,"File on Thelma Jordan, The (1950)",Crime|Drama|Film-Noir|Mystery
69604,Whatever Works (2009),Comedy|Romance,A middle-aged misanthropic divorcée from New York City surprisingly enters a fulfilling Pygmalion-type relationship with a much younger unsophisticated Southern girl.
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,While attending his brother's wedding a serial womanizer is haunted by the ghosts of his past girlfriends.
69640,Public Enemies (2009),Crime|Drama|Thriller,The Feds try to take down notorious American gangsters John Dillinger Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,Set during the Ice Age a sabertooth tiger a sloth and a wooly mammoth find a lost human infant and they try to return him to his tribe.
69654,Prison Break: The Final Break (2009),Action|Drama|Thriller,Due to a political conspiracy an innocent man is sent to death row and his only hope is his brother who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out from the inside.
69685,Daria: Is It College Yet? (2002),Animation|Comedy,A smart and cynical girl goes through teenage life as a proud outsider in a world of mainly idiotic adolescents and condescending adults.
69712,My Sister's Keeper (2009),Drama,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.
69720,Hood of Horror (2006),Comedy|Drama|Horror,A hip hop horror anthology of three tales of terror told by the Hound of Hell that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,In 1985 where former superheroes exist the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation uncovering something that could completely change the course of history as we know it.
69757,(500) Days of Summer (2009),Comedy|Drama|Romance
69761,Through the Olive Trees (Zire darakhatan zeyton) (1994),Drama,The movie focuses on one of the events in Zendegi Edame Darad (1992) and explores the relationship between the movie director and the actors. The local actors play a couple who got ...
69784,Brüno (Bruno) (2009),Comedy,Flamboyant and gay Austrian Brüno looks for new fame in America.
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",Action|Adventure|Fantasy,Flynn an over 30 "professional student" is banned from more classes since he already has 22 degrees. Unexpectedly hired by a mysterious library he's soon pursuing a stolen artifact from...
69821,Men of War (1994),Action|Drama,A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.
